created_at,full_text,Sentiment,cleaning,case_folding,normalisasi,kata_baku,kata_tidak_baku,kata_tidak_baku_hash,tokenize,stopword_removal,stemming
2022-09-11T06:14:37.000Z,"data rakyat sudah ada di pemerintah, sangat mudah pemerintah menentukan pemenang, ada plus dan minusnya",Positif,data rakyat sudah ada di pemerintah sangat mudah pemerintah menentukan pemenang ada plus dan minusnya,data rakyat sudah ada di pemerintah sangat mudah pemerintah menentukan pemenang ada plus dan minusnya,data rakyat sudah ada di pemerintah sangat mudah pemerintah menentukan pemenang ada plus dan minusnya,[],[],[],"['data', 'rakyat', 'sudah', 'ada', 'di', 'pemerintah', 'sangat', 'mudah', 'pemerintah', 'menentukan', 'pemenang', 'ada', 'plus', 'dan', 'minusnya']",data rakyat pemerintah mudah pemerintah menentukan pemenang plus minusnya,data rakyat perintah mudah perintah tentu menang plus minus
2022-09-11T05:41:56.000Z,kalo sistem melalui sidik jari setuju bgt dah pokoknya....,Negatif,kalo sistem melalui sidik jari setuju bgt dah pokoknya,kalo sistem melalui sidik jari setuju bgt dah pokoknya,kalau sistem melalui sidik jari setuju banget sudah pokoknya,"['kalau', 'banget', 'sudah']","['kalo', 'bgt', 'dah']","[3889910046600889236, 1138462550504344876, 8433543909549882360]","['kalau', 'sistem', 'melalui', 'sidik', 'jari', 'setuju', 'banget', 'sudah', 'pokoknya']",sistem sidik jari setuju banget pokoknya,sistem sidik jari tuju banget pokok
2022-09-11T05:19:47.000Z,mulai aja dulu. klo gak di mulai kita gak tau kelemahan nya. semunya juga butuh proses. emang US awal gak kaya kita,Negatif,mulai aja dulu klo gak di mulai kita gak tau kelemahan nya semunya juga butuh proses emang US awal gak kaya kita,mulai aja dulu klo gak di mulai kita gak tau kelemahan nya semunya juga butuh proses emang us awal gak kaya kita,mulai saja dulu kalau tidak di mulai kita tidak tau kelemahan ya semunya juga butuh proses memang us awal tidak kayak kita,"['saja', 'kalau', 'tidak', 'tidak', 'ya', 'memang', 'tidak', 'kayak']","['aja', 'klo', 'gak', 'gak', 'nya', 'emang', 'gak', 'kaya']","[4947893755461839197, 7187231021383550789, 3568075961566883199, 3568075961566883199, 1299325212670585337, -585053704181815846, 3568075961566883199, -7053012342997181492]","['mulai', 'saja', 'dulu', 'kalau', 'tidak', 'di', 'mulai', 'kita', 'tidak', 'tau', 'kelemahan', 'ya', 'semunya', 'juga', 'butuh', 'proses', 'memang', 'us', 'awal', 'tidak', 'kayak', 'kita']",tau kelemahan semunya butuh proses us,tau lemah semu butuh proses us
2022-09-11T04:44:23.000Z,"itu cuma teori
praktek ya beda kk",Negatif,itu cuma teori praktek ya beda kk,itu cuma teori praktek ya beda kk,itu cuma teori praktek ya beda kakak,['kakak'],['kk'],[1533886486251625381],"['itu', 'cuma', 'teori', 'praktek', 'ya', 'beda', 'kakak']",teori praktek beda kakak,teori praktek beda kakak
2022-09-10T08:19:40.000Z,"KPU dan Bawaslu dan semua harus dari TNI, GK boleh dari golongan atau partai tertentu,,",Positif,KPU dan Bawaslu dan semua harus dari TNI GK boleh dari golongan atau partai tertentu,kpu dan bawaslu dan semua harus dari tni gk boleh dari golongan atau partai tertentu,kpu dan bawaslu dan semua harus dari tni tidak boleh dari golongan atau partai tertentu,['tidak'],['gk'],[6474150943977044722],"['kpu', 'dan', 'bawaslu', 'dan', 'semua', 'harus', 'dari', 'tni', 'tidak', 'boleh', 'dari', 'golongan', 'atau', 'partai', 'tertentu']",kpu bawaslu tni golongan partai,kpu bawaslu tni golong partai
2022-09-09T12:02:27.000Z,"ga semua pake, kan bisa bertahap",Positif,ga semua pake kan bisa bertahap,ga semua pake kan bisa bertahap,tidak semua pakai kan bisa bertahap,"['tidak', 'pakai']","['ga', 'pake']","[5723355088733332426, -1102286091675966727]","['tidak', 'semua', 'pakai', 'kan', 'bisa', 'bertahap']",pakai bertahap,pakai tahap
2022-09-09T11:33:46.000Z,"biar dakyat ga usah milih, para cyber aja yg nyoblos, spt deh 10periode😂😂😂",Negatif,biar dakyat ga usah milih para cyber aja yg nyoblos spt deh periode,biar dakyat ga usah milih para cyber aja yg nyoblos spt deh periode,biar dakyat tidak usah memilih para cyber saja yang nyoblos seperti deh periode,"['tidak', 'memilih', 'saja', 'yang', 'seperti']","['ga', 'milih', 'aja', 'yg', 'spt']","[5723355088733332426, 6462977376510395297, 4947893755461839197, -4203579751553908046, 3458710339218288777]","['biar', 'dakyat', 'tidak', 'usah', 'memilih', 'para', 'cyber', 'saja', 'yang', 'nyoblos', 'seperti', 'deh', 'periode']",biar dakyat memilih cyber nyoblos periode,biar dakyat pilih cyber nyoblos periode
2022-09-09T10:57:32.000Z,pemenangnya udah jelas,Positif,pemenangnya udah jelas,pemenangnya udah jelas,pemenangnya sudah jelas,['sudah'],['udah'],[-3393784963511566665],"['pemenangnya', 'sudah', 'jelas']",pemenangnya,menang
2022-09-09T04:23:42.000Z,"Saya sih lebih setuju kardus digembok, otentik buatan dalam negeri, ga ada di negara lain 😁",Positif,Saya sih lebih setuju kardus digembok otentik buatan dalam negeri ga ada di negara lain,saya sih lebih setuju kardus digembok otentik buatan dalam negeri ga ada di negara lain,saya sih lebih setuju kardus digembok otentik buatan dalam negeri tidak ada di negara lain,['tidak'],['ga'],[5723355088733332426],"['saya', 'sih', 'lebih', 'setuju', 'kardus', 'digembok', 'otentik', 'buatan', 'dalam', 'negeri', 'tidak', 'ada', 'di', 'negara', 'lain']",setuju kardus digembok otentik buatan negeri negara,tuju kardus gembok otentik buat negeri negara
2022-09-03T15:37:58.000Z,wkwkwkk.. mentang2 sudah punya biG Data..😂😂😂,Negatif,wkwkwkk mentang sudah punya biG Data,wkwkwkk mentang sudah punya big data,wkwkwkk mentang sudah punya big data,[],[],[],"['wkwkwkk', 'mentang', 'sudah', 'punya', 'big', 'data']",wkwkwkk mentang big data,wkwkwkk mentang big data
2022-08-20T11:10:15.000Z,"Suara lawan sejuta , bisa berubah jadi seribu 😂😂😂😂 tinggal ngurangi 0 nya ,,,",Negatif,Suara lawan sejuta bisa berubah jadi seribu tinggal ngurangi nya,suara lawan sejuta bisa berubah jadi seribu tinggal ngurangi nya,suara lawan sejuta bisa berubah jadi seribu tinggal ngurangi ya,['ya'],['nya'],[1299325212670585337],"['suara', 'lawan', 'sejuta', 'bisa', 'berubah', 'jadi', 'seribu', 'tinggal', 'ngurangi', 'ya']",suara lawan sejuta berubah seribu tinggal ngurangi,suara lawan juta ubah ribu tinggal ngurangi
2022-08-20T16:55:50.000Z,Biar gampang di edit hasil nya 😂,Negatif,Biar gampang di edit hasil nya,biar gampang di edit hasil nya,biar gampang di edit hasil ya,['ya'],['nya'],[1299325212670585337],"['biar', 'gampang', 'di', 'edit', 'hasil', 'ya']",biar gampang edit hasil,biar gampang edit hasil
2022-09-14T12:09:24.000Z,1 DETIK MENANG DIA....WKWKWK...ENAK SAJA,Negatif,DETIK MENANG DIA WKWKWK ENAK SAJA,detik menang dia wkwkwk enak saja,detik menang dia wkwkwk enak saja,[],[],[],"['detik', 'menang', 'dia', 'wkwkwk', 'enak', 'saja']",detik menang enak,detik menang enak
2022-09-06T08:04:33.000Z,bjarka bantu kamiii,Negatif,bjarka bantu kamiii,bjarka bantu kamiii,bjarka bantu kamiii,[],[],[],"['bjarka', 'bantu', 'kamiii']",bjarka bantu kamiii,bjarka bantu kamiii
2022-09-04T12:12:50.000Z,tau tau puan jadi presiden 😂,Negatif,tau tau puan jadi presiden,tau tau puan jadi presiden,tau tau puan jadi presiden,[],[],[],"['tau', 'tau', 'puan', 'jadi', 'presiden']",tau tau presiden,tau tau presiden
2022-09-04T02:50:55.000Z,"bukan maen, dunia konoha ini bro 😎",Positif,bukan maen dunia konoha ini bro,bukan maen dunia konoha ini bro,bukan main dunia konoha ini bro,['main'],['maen'],[-5956471669888236439],"['bukan', 'main', 'dunia', 'konoha', 'ini', 'bro']",main dunia konoha bro,main dunia konoha bro
2022-09-03T13:15:45.000Z,masyarakat harus irit kekayaanya buat pejabat² saja😂😂,Positif,masyarakat harus irit kekayaanya buat pejabat² saja,masyarakat harus irit kekayaanya buat pejabat² saja,masyarakat harus irit kekayaanya buat pejabat² saja,[],[],[],"['masyarakat', 'harus', 'irit', 'kekayaanya', 'buat', 'pejabat²', 'saja']",masyarakat irit kekayaanya pejabat²,masyarakat irit kekayaanya jabat
2022-09-03T13:02:08.000Z,"jika dengan digital maka potensi kecurang akan lebih besar,karena manipulasi data lebih mudah di maikan oleh ahli IT/hacker, sampai sini paham",Negatif,jika dengan digital maka potensi kecurang akan lebih besar karena manipulasi data lebih mudah di maikan oleh ahli IT hacker sampai sini paham,jika dengan digital maka potensi kecurang akan lebih besar karena manipulasi data lebih mudah di maikan oleh ahli it hacker sampai sini paham,jika dengan digital maka potensi kecurang akan lebih besar karena manipulasi data lebih mudah di maikan oleh ahli itu hacker sampai sini paham,['itu'],['it'],[-3599988801184413900],"['jika', 'dengan', 'digital', 'maka', 'potensi', 'kecurang', 'akan', 'lebih', 'besar', 'karena', 'manipulasi', 'data', 'lebih', 'mudah', 'di', 'maikan', 'oleh', 'ahli', 'itu', 'hacker', 'sampai', 'sini', 'paham']",digital potensi kecurang manipulasi data mudah maikan ahli hacker paham,digital potensi curang manipulasi data mudah mai ahli hacker paham
2022-09-09T14:05:25.000Z,kampanye oke lah tapi bukan pemilihannya wkwk,Positif,kampanye oke lah tapi bukan pemilihannya wkwk,kampanye oke lah tapi bukan pemilihannya wkwk,kampanye oke lah tapi bukan pemilihannya wkwk,[],[],[],"['kampanye', 'oke', 'lah', 'tapi', 'bukan', 'pemilihannya', 'wkwk']",kampanye oke pemilihannya,kampanye oke pilih
2022-08-21T15:33:16.000Z,Data nik.kk krtu sim kok bisa bocor hayuuuuu,Negatif,Data nik kk krtu sim kok bisa bocor hayuuuuu,data nik kk krtu sim kok bisa bocor hayuuuuu,data nik kakak krtu sim kok bisa bocor hayuuuuu,['kakak'],['kk'],[1533886486251625381],"['data', 'nik', 'kakak', 'krtu', 'sim', 'kok', 'bisa', 'bocor', 'hayuuuuu']",data nik kakak krtu sim bocor hayuuuuu,data nik kakak krtu sim bocor hayuuuuu
2022-08-20T02:51:02.000Z,hahaha🤣ckup kardus dan odgj aja yang dlu😂,Positif,hahaha ckup kardus dan odgj aja yang dlu,hahaha ckup kardus dan odgj aja yang dlu,hahaha cukup kardus dan odgj saja yang dulu,"['cukup', 'saja', 'dulu']","['ckup', 'aja', 'dlu']","[-1462228869767250703, 4947893755461839197, -5409862697592536106]","['hahaha', 'cukup', 'kardus', 'dan', 'odgj', 'saja', 'yang', 'dulu']",hahaha kardus odgj,hahaha kardus odgj
2022-08-20T02:46:47.000Z,gak bakal lah,Negatif,gak bakal lah,gak bakal lah,tidak bakal lah,['tidak'],['gak'],[3568075961566883199],"['tidak', 'bakal', 'lah']",,
2022-08-20T02:44:10.000Z,logika aja sistem minesan kasir aja bisa di mainin apalagi itu wkwkwk,Negatif,logika aja sistem minesan kasir aja bisa di mainin apalagi itu wkwkwk,logika aja sistem minesan kasir aja bisa di mainin apalagi itu wkwkwk,logika saja sistem minesan kasir saja bisa di mainin apalagi itu wkwkwk,"['saja', 'saja']","['aja', 'aja']","[4947893755461839197, 4947893755461839197]","['logika', 'saja', 'sistem', 'minesan', 'kasir', 'saja', 'bisa', 'di', 'mainin', 'apalagi', 'itu', 'wkwkwk']",logika sistem minesan kasir mainin,logika sistem mes kasir mainin
2022-08-20T02:42:37.000Z,"@Shen Yung: yg gk bs ngecek scra lgsg ya penduduk indonesia. tp partai"" nya kan pnya hak utk mengawasi. gk mgkin pihak pencalon nyantai"" wkt pemilu lg",Negatif,Yung yg gk bs ngecek scra lgsg ya penduduk indonesia tp partai nya kan pnya hak utk mengawasi gk mgkin pihak pencalon nyantai wkt pemilu lg,yung yg gk bs ngecek scra lgsg ya penduduk indonesia tp partai nya kan pnya hak utk mengawasi gk mgkin pihak pencalon nyantai wkt pemilu lg,yung yang tidak bisa mengecek secara langsung ya penduduk indonesia tapi partai ya kan punya hak untuk mengawasi tidak mungkin pihak pencalon nyantai waktu pemilu lagi,"['yang', 'tidak', 'bisa', 'mengecek', 'secara', 'langsung', 'tapi', 'ya', 'punya', 'untuk', 'tidak', 'mungkin', 'waktu', 'lagi']","['yg', 'gk', 'bs', 'ngecek', 'scra', 'lgsg', 'tp', 'nya', 'pnya', 'utk', 'gk', 'mgkin', 'wkt', 'lg']","[-4203579751553908046, 6474150943977044722, -7334396332461455649, 1160802417153776469, 7927175993386798512, 5866237872660524982, 7511649191942204706, 1299325212670585337, 6364075685436141406, -8111974127941293929, 6474150943977044722, -7522767783043342479, -7690793202196324891, 3963008198877422414]","['yung', 'yang', 'tidak', 'bisa', 'mengecek', 'secara', 'langsung', 'ya', 'penduduk', 'indonesia', 'tapi', 'partai', 'ya', 'kan', 'punya', 'hak', 'untuk', 'mengawasi', 'tidak', 'mungkin', 'pihak', 'pencalon', 'nyantai', 'waktu', 'pemilu', 'lagi']",yung mengecek langsung penduduk indonesia partai hak mengawasi pencalon nyantai pemilu,yung ecek langsung duduk indonesia partai hak awas calon nyantai pemilu
2022-08-20T02:31:41.000Z,"@Shen Yung: mana bs manipulasi, scr pemilu itu psti di jaga smua partai. beda ma manual yg bs di manipulasi di lokasi lgsg.",Negatif,Yung mana bs manipulasi scr pemilu itu psti di jaga smua partai beda ma manual yg bs di manipulasi di lokasi lgsg,yung mana bs manipulasi scr pemilu itu psti di jaga smua partai beda ma manual yg bs di manipulasi di lokasi lgsg,yung mana bisa manipulasi secara pemilu itu pasti di jaga semua partai beda sama manual yang bisa di manipulasi di lokasi langsung,"['bisa', 'secara', 'pasti', 'semua', 'sama', 'yang', 'bisa', 'langsung']","['bs', 'scr', 'psti', 'smua', 'ma', 'yg', 'bs', 'lgsg']","[-7334396332461455649, -2861208422419390150, -8781864697900462901, 9153530259012930741, 7061405805049186951, -4203579751553908046, -7334396332461455649, 5866237872660524982]","['yung', 'mana', 'bisa', 'manipulasi', 'secara', 'pemilu', 'itu', 'pasti', 'di', 'jaga', 'semua', 'partai', 'beda', 'sama', 'manual', 'yang', 'bisa', 'di', 'manipulasi', 'di', 'lokasi', 'langsung']",yung manipulasi pemilu jaga partai beda manual manipulasi lokasi langsung,yung manipulasi pemilu jaga partai beda manual manipulasi lokasi langsung
2022-08-20T02:29:50.000Z,"siap""satu org dgn akun yg bnykkk 😅😅",Positif,siap satu org dgn akun yg bnykkk,siap satu org dgn akun yg bnykkk,siap satu orang dengan akun yang bnykkk,"['orang', 'dengan', 'yang']","['org', 'dgn', 'yg']","[7287016188081360592, -4957075586747873495, -4203579751553908046]","['siap', 'satu', 'orang', 'dengan', 'akun', 'yang', 'bnykkk']",orang akun bnykkk,orang akun bnykkk
2022-08-20T02:24:17.000Z,udh bsa ketebak yg menang😂,Positif,udh bsa ketebak yg menang,udh bsa ketebak yg menang,sudah bisa ketebak yang menang,"['sudah', 'bisa', 'yang']","['udh', 'bsa', 'yg']","[348838239698359712, 1284575055842552414, -4203579751553908046]","['sudah', 'bisa', 'ketebak', 'yang', 'menang']",ketebak menang,tebak menang
2022-08-19T17:17:12.000Z,wkwkwkkwkk permainan lagi😁😁 biar bisa menang kuasai cyber,Positif,wkwkwkkwkk permainan lagi biar bisa menang kuasai cyber,wkwkwkkwkk permainan lagi biar bisa menang kuasai cyber,wkwkwkkwkk permainan lagi biar bisa menang kuasai cyber,[],[],[],"['wkwkwkkwkk', 'permainan', 'lagi', 'biar', 'bisa', 'menang', 'kuasai', 'cyber']",wkwkwkkwkk permainan biar menang kuasai cyber,wkwkwkkwkk main biar menang kuasa cyber
2022-08-19T16:00:22.000Z,nahh.. ini gw setuju,Negatif,nahh ini gw setuju,nahh ini gw setuju,nah ini gue setuju,"['nah', 'gue']","['nahh', 'gw']","[5936395003022334904, -3647722561726161511]","['nah', 'ini', 'gue', 'setuju']",setuju,tuju
2022-08-19T14:01:28.000Z,"ide bagus biar ada kerja.
org negara2 kaga perang2, gimana mau kerja 😁",Positif,ide bagus biar ada kerja org negara kaga perang gimana mau kerja,ide bagus biar ada kerja org negara kaga perang gimana mau kerja,ide bagus biar ada kerja orang negara kagak perang bagaimana mau kerja,"['orang', 'kagak', 'bagaimana']","['org', 'kaga', 'gimana']","[7287016188081360592, 2785787855266271512, -6761825085952931372]","['ide', 'bagus', 'biar', 'ada', 'kerja', 'orang', 'negara', 'kagak', 'perang', 'bagaimana', 'mau', 'kerja']",ide bagus biar kerja orang negara kagak perang kerja,ide bagus biar kerja orang negara kagak perang kerja
2022-08-19T10:31:21.000Z,huh anak buah sambalado,Positif,huh anak buah sambalado,huh anak buah sambalado,huh anak buah sambalado,[],[],[],"['huh', 'anak', 'buah', 'sambalado']",huh anak buah sambalado,huh anak buah sambalado
2022-08-20T02:41:16.000Z,#udehgapercayapolisi,Negatif,,,,[],[],[],[],,
2022-11-04T01:48:11.000Z,makanya ikut pemilu biar tau😁,Positif,makanya ikut pemilu biar tau,makanya ikut pemilu biar tau,makanya ikut pemilu biar tau,[],[],[],"['makanya', 'ikut', 'pemilu', 'biar', 'tau']",pemilu biar tau,pemilu biar tau
2022-10-27T10:11:12.000Z,saya suka komentar anda. 😂,Negatif,saya suka komentar anda,saya suka komentar anda,saya suka komentar anda,[],[],[],"['saya', 'suka', 'komentar', 'anda']",suka komentar,suka komentar
2022-10-12T11:35:33.000Z,the sambo pak jangan salah bahasa.,Negatif,the sambo pak jangan salah bahasa,the sambo pak jangan salah bahasa,the sambo pak jangan salah bahasa,[],[],[],"['the', 'sambo', 'pak', 'jangan', 'salah', 'bahasa']",sambo salah bahasa,sambo salah bahasa
2022-10-07T05:24:55.000Z,bener 👍,Positif,bener,bener,benar,['benar'],['bener'],[8046815053335798492],['benar'],,
2022-09-20T10:05:57.000Z,kenapa? dikawal TNI juga gak menjamin,Positif,kenapa dikawal TNI juga gak menjamin,kenapa dikawal tni juga gak menjamin,kenapa dikawal tni juga tidak menjamin,['tidak'],['gak'],[3568075961566883199],"['kenapa', 'dikawal', 'tni', 'juga', 'tidak', 'menjamin']",dikawal tni menjamin,kawal tni jamin
2022-09-16T15:25:43.000Z,podo ae gesss....,Negatif,podo ae gesss,podo ae gesss,podo saja gesss,['saja'],['ae'],[-1727749908749328631],"['podo', 'saja', 'gesss']",podo gesss,podo gesss
2022-09-15T07:48:36.000Z,apa itu polisi yg saya kenal adalah The Sambo,Negatif,apa itu polisi yg saya kenal adalah The Sambo,apa itu polisi yg saya kenal adalah the sambo,apa itu polisi yang saya kenal adalah the sambo,['yang'],['yg'],[-4203579751553908046],"['apa', 'itu', 'polisi', 'yang', 'saya', 'kenal', 'adalah', 'the', 'sambo']",polisi kenal sambo,polisi kenal sambo
2022-09-11T14:52:24.000Z,aminkan,Negatif,aminkan,aminkan,aminkan,[],[],[],['aminkan'],aminkan,amin
2022-09-11T05:34:29.000Z,ettt belum liat daerah ku?,Negatif,ettt belum liat daerah ku,ettt belum liat daerah ku,ettt belum lihat daerah ku,['lihat'],['liat'],[315387789577042619],"['ettt', 'belum', 'lihat', 'daerah', 'ku']",ettt lihat daerah ku,ettt lihat daerah ku
2022-09-04T01:07:33.000Z,Sangat setuju,Negatif,Sangat setuju,sangat setuju,sangat setuju,[],[],[],"['sangat', 'setuju']",setuju,tuju
2022-09-03T12:39:49.000Z,aamiin,Negatif,aamiin,aamiin,amin,['amin'],['aamiin'],[-960551149315062664],['amin'],amin,amin
2022-08-29T11:24:28.000Z,hansip sama satpol pp,Positif,hansip sama satpol pp,hansip sama satpol pp,hansip sama satpol pp,[],[],[],"['hansip', 'sama', 'satpol', 'pp']",hansip satpol pp,hansip satpol pp
2022-08-25T03:36:40.000Z,jawaban andalan🤣🤣,Negatif,jawaban andalan,jawaban andalan,jawaban andalan,[],[],[],"['jawaban', 'andalan']",andalan,andal
2022-09-04T15:08:42.000Z,pantes ya bang data kominfo kemarin bocor ternyata buat ...,Negatif,pantes ya bang data kominfo kemarin bocor ternyata buat,pantes ya bang data kominfo kemarin bocor ternyata buat,pantas ya abang data kominfo kemarin bocor ternyata buat,"['pantas', 'abang']","['pantes', 'bang']","[8639796599899966371, 1996126667313673005]","['pantas', 'ya', 'abang', 'data', 'kominfo', 'kemarin', 'bocor', 'ternyata', 'buat']",data kominfo kemarin bocor,data kominfo kemarin bocor
